FacilityID,Bays,Floodlit,Holes,Length
"2202088","","","18","3939.24"
"2202090","17","0","","274.32"
"2202107","12","0","","256.03"
"2202128","","","9","768.1"
"2202129","18","1","","274.32"
"2202130","","","18","5996.64"
"2202152","","","18","2550.26"
"2202163","24","1","","274.32"
"2202164","37","1","","228.6"
"2202165","12","1","","250.55"
"2202166","12","1","","228.6"
"2202167","14","1","","228.6"
"2202168","","","18","5650.99"
"2202169","","","18","5945.43"
"2202180","32","1","","228.6"
"2202181","","","18","4711.9"
"2202193","56","1","","274.32"
"2202199","22","0","","274.32"
"2202223","","","9","1446.58"
"2202227","","","18","5754.32"
"2202235","10","0","","228.6"
"2202244","","","18","5857.65"
"2202268","","","18","5783.58"
"2202270","12","1","","182.88"
"2202272","24","1","","228.6"
"2202392","","","18","5532.12"
"2202411","24","1","","228.6"
"2202418","12","0","","228.6"
"2202426","20","0","","274.32"
"2202427","","","9","2927.91"
"2202428","20","1","","242.32"
"2202429","","","9","1371.6"
"2202430","15","1","","228.6"
"2202431","","","9","1234.44"
"2202432","10","1","","274.32"
"2202433","","","9","857.71"
"2202434","","","18","5186.48"
"2202437","","","9","591.62"
"2202440","","","9","1963.22"
"2202445","20","1","","228.6"
"2202447","","","18","5341.01"
"2202448","13","0","","228.6"
"2202449","","","18","5545.84"
"2202470","","","9","2745.94"
"2202471","","","18","5279.75"
"2202473","20","1","","288.04"
"2202478","","","9","914.4"
"2202479","","","18","5419.65"
"2202488","","","9","2132.38"
"2202495","26","1","","274.32"
"2202502","24","1","","274.32"
"2202503","","","9","946.4"
"2202504","","","18","5586.07"
"2202524","15","0","","274.32"
"2202525","28","1","","274.32"
"2202536","18","1","","237.74"
"2202537","10","0","","201.17"
"2202538","","","18","5693.97"
"2202539","","","9","1371.6"
"2202540","","","9","1896.47"
"2202541","10","1","","274.32"
"2202542","13","0","","219.46"
"2202543","","","18","5633.62"
"2202545","14","1","","228.6"
"2202546","13","1","","221.28"
"2202547","50","1","","260.6"
"2202548","","","9","827.53"
"2202549","","","9","2030.88"
"2202550","16","1","","251.46"
"2202551","","","9","3027.58"
"2202552","30","1","","274.32"
"2202553","15","1","","256.03"
"2202554","","","18","5840.27"
"2202555","13","1","","228.6"
"2202557","24","1","","274.32"
"2202567","","","18","1265.53"
"2202568","23","1","","274.32"
"2202571","","","18","5532"
"2202572","18","1","","274"
"2202573","26","1","","256.03"
"2202579","12","1","","274.32"
"2202580","","","18","5176.42"
"2202581","","","9","1311.25"
"2202582","28","1","","233.17"
"2202583","","","9","920.8"
"2202603","16","1","","256.03"
"2202620","12","0","","228.6"
"2202675","","","9","1060.7"
"2202683","","","9","2777.95"
"2202684","","","9","781.81"
"2202687","","","9","2561.23"
"2202688","32","1","","228.6"
"2202689","","","18","5858.56"
"2202692","40","1","","228.6"
"2202695","","","18","5425.14"
"2202696","","","9","2614.27"
"2202697","","","9","1405.43"
"2202699","","","9","2092.15"
"2202700","26","1","","320.04"
"2202702","10","1","","274.32"
"2202704","26","1","","207.57"
"2202706","18","1","","238"
"2202707","20","1","","256.03"
"2202708","20","1","","274.32"
"2202709","16","1","","274"
"2202710","","","9","1388.97"
"2202711","45","1","","274.32"
"2202715","","","9","2339.95"
"2202718","26","1","","219.46"
"2202719","22","1","","192.02"
"2202722","15","1","","214.88"
"2202723","","","18","6167.63"
"2202724","14","1","","228.6"
"2202727","","","18","5783.58"
"2202764","","","18","5753.4"
"2202765","","","18","5440.68"
"2202766","","","18","5857.65"
"2202767","52","1","","274.32"
"2202768","19","0","","228.6"
"2202769","","","9","1286.56"
"2202770","","","9","2871.22"
"2202771","","","18","5662.88"
"2202773","10","1","","274.32"
"2202790","","","9","1920.24"
"2202791","","","9","1011.33"
"2202792","","","18","6160.31"
"2202793","26","1","","274.32"
"2202794","","","9","634.59"
"2202795","","","9","2061.97"
"2202796","12","0","","256.03"
"2202799","","","18","5670.19"
"2202800","","","18","5629.96"
"2202801","","","9","1648.66"
"2202807","","","9","1371.6"
"2202808","24","1","","274.32"
"2202812","","","9","1373.43"
"2202813","","","9","732.43"
"2202815","","","18","1266.44"
"2202816","17","1","","208"
"2202833","24","1","","164.59"
"2205651","","","9","1371.6"
"2211435","","","9","2257.65"
"2211825","","","9","914.4"
"2216110","","","9","1602.03"
"2216353","","","9","1410"
"2216729","","","18","6039.61"
"2217180","","","6","914.4"
"2218272","","","9","2070"
"2218485","","","18","2215.59"
"2221487","","","9","1582.83"
"2223468","","","9","960.12"
"4022920","","","9","832.1"
"4022981","","","18","5931.71"
"4022982","14","0","","228.6"
"4023096","","","9","2484.42"
"4023415","13","0","","256.03"
"4023541","","","9","973.84"
"4023549","","","9","822.96"
"4023551","","","9","950.98"
"4023557","","","9","914"
"4023866","","","18","5995.72"
"4023867","18","0","","256.03"
"4023868","","","9","457.2"
"4023915","","","18","5727.8"
"4023918","","","9","1371.6"
"4023949","","","18","5261.46"
"4024163","29","1","","297.18"
"4024264","16","1","","228.6"
"4024389","","","9","1042.42"
"4024561","","","9","2954.43"
"4024584","","","9","5020.97"
"4024614","","","18","6415.43"
"4024615","12","0","","182.88"
"4024618","","","9","2552.09"
"4024619","","","9","548.64"
"4024622","13","0","","274"
"4024685","","","9","3794.76"
"4024781","20","1","","206"
"4024945","","","9","2880"
"4025282","","","9","1012.24"
"4025481","","","18","5284.32"
"4025512","16","0","","365.76"
"4025534","22","1","","219.46"
"4025558","","","9","2079.35"
"4025573","","","9","1224.38"
"4025574","","","18","5486.4"
"4025618","27","1","","274.32"
"4025619","","","18","3464.66"
"4025636","","","18","4526.28"
"4026840","","","9","1042.42"
"4027165","","","9","0"
"4028132","","","9","868.68"
"4029250","0","0","","0"
"4029258","","","9","0"
"4029410","","","9",""
"4036120","","","9","2211.93"
"4036195","","","9","914.4"
"4038541","16","1","","274.32"
"4039324","","","9","1371.6"
"4074411","","","9","1495.04"
"4081300","","","9",""
"4082373","","","18","6035.04"
"4100769","","","9","446.23"
"4102017","","","18","6229.81"
"4102188","","","9","1321.31"
"4102352","15","0","","280"
"4102463","20","1","","250"
"4102845","","","9","2861.16"
"4103498","17","0","","256.03"
"4103784","50","1","","246.89"
"4103862","14","1","","100"
"4103950","","","18","800"
"4104383","","","18","6217.92"
"4104472","","","9","0"
"4104923","15","0","","274.32"
"4104995","","","9","800"
"4105015","10","1","","274.32"
"4105243","","","9","658.37"
"4105292","","","9","1188.72"
"4105585","","","18","1463.04"
"4105663","12","0","","250"
"4105690","25","1","","250"
"4105912","23","1","","274.32"
"4106060","15","0","","365.76"
"4106102","20","0","","228.6"
"4106258","","","9",""
"4106281","12","0","","300"
"4106309","","","9","2675.53"
"4106692","","","9","2976.37"
"4106764","24","1","","246.89"
"4106827","","","9","804.67"
"4107187","10","0","","219.46"
"4107659","","","9","1650"
"4107737","","","18","5852.16"
"4107777","14","0","","274.32"
"4107922","25","1","","275.6"
"4107964","","","9","400"
"4108531","10","0","","237.74"
"4109436","","","9","2383"
"4110094","10","0","","338.33"
"4110761","30","1","","274.32"
"4110892","","","9","5802.78"
"4111208","","","9","800"
"4111452","","","9","1514.25"
"4111453","18","1","","228.6"
"4111728","12","0","","192.02"
"4111749","15","1","","205.74"
"4112795","","","18","5587.9"
"4112973","10","1","","228.6"
"4113028","","","18","6159.4"
"4113029","","","9","1737.36"
"4113030","17","1","","207"
"4114461","","","18","6351.42"
"4114463","","","9","3213.202"
"4115260","","","9","1737.36"
"4115398","","","18","5943.6"
"4115492","12","1","","260.6"
"4116198","","","9","576.07"
"4116205","18","1","","411.48"
"4116211","","","9","2560.32"
"4116263","12","0","","320.04"
"4116507","","","9","1198.78"
"4116637","","","9","1819.66"
"4116684","","","9","1124.71"
"4116696","12","0","","216"
"4116708","23","1","","250"
"4116929","12","0","","365.76"
"4116980","8","0","","300"
"4116983","8","0","","309"
"4117046","","","9","481"
"4117199","10","0","","225"
"4117737","","","9","2500"
"4118066","","","18","6055.16"
"4119714","22","1","","347.47"
"4119715","","","18","6394.4"
"4119716","","","9","2989.17"
"4119728","","","18","4665.27"
"4126010","25","1","","228.6"
"4126653","12","0","","265.18"
"4126706","10","0","","301.75"
"4126708","10","0","","200"
"4126754","30","0","","228.6"
"4126757","12","0","","338.33"
"4126776","8","0","","182.8"
"4126895","14","0","","239"
"4126926","","","6","603"
"4127587","","","18","5613.5"
"4127616","","","9","2743.2"
"4127622","","","9","0"
"4136121","16","1","","210.31"
"4146456","13","1","","260.6"
"4146497","12","1","","228.6"
"4146498","","","9","400"
"4146518","12","1","","274.32"
"4146531","14","1","","274.32"
"4146532","","","9","400"
"4146537","","","9","2524.66"
"4146561","","","9","2226.56"
"4147535","10","1","","100"
"4148136","20","1","","246.89"
"4148267","","","18","5961.89"
"4148666","","","9","958.29"
"4148941","","","9","1720.9"
"4148942","11","0","","219.46"
"4149141","15","0","","260"
"4149142","","","12","1716"
"4149157","20","0","","274.32"
"4149535","19","1","","100"
"4149536","","","0","0"
"4149692","14","0","","250"
"4149727","","","9","400"
"4149761","","","18","4088.28"
"4149787","","","9","740.664"
"4149795","12","1","","228.6"
"4149797","","","9","2870.3"
"4149810","14","1","","300"
"4149926","10","1","","228.6"
"30000051","","","9","4799"
"30000675","60","0","","150"
"30000951","","","9","1000"
"30001228","","","9","1000"
"30002128","8","0","","100"
"30002277","","","18","5380.33"
"30002359","","","9","1576"
"30002425","","","18","7064"
"30002426","10","0","","250"
"30002462","15","0","","274.32"
"30002530","10","0","","125"
"30002585","10","0","","285"
"30002661","8","0","","270"
"30002685","8","0","","250"
"30002822","20","0","","250"
"30003224","50","0","","220"
"30003244","8","0","","155.17"
"30003370","8","0","","198"
"30003385","8","1","","214"
"30003388","8","0","","181"
"30003425","8","0","","261"
"30003437","20","0","","250"
"30003441","8","0","","193"
"30003470","8","0","","300"
"30003475","15","0","","210"
"30003483","8","0","","250"
"30003485","20","0","","228.6"
"30003497","14","1","","150"
"30003513","","","9","3206"
"30003514","","","6","1783.15"
"30003571","12","0","","198"
"30003580","50","0","","429"
"30003586","16","1","","207"
"30003592","16","0","","212"
"30003603","8","0","","274.3"
"30003604","27","1","","300"
"30003608","10","0","","200"
"30003609","","","9","1554.4"
"30003633","10","0","","200"
"30003645","8","0","","250"
"30003677","","","9","1164.52"
"30003678","11","0","","320.04"
"30003695","","","9","1234.44"
"30003731","10","0","","250"
"30003732","8","0","","250"
"30003737","8","1","","250"
"30003767","8","0","","250"
"30003773","12","0","","300"
"30003829","","","9","3411"
"30003877","20","1","","210.31"
"30003949","8","0","","250"
"30003968","12","0","","241.7"
"30003969","8","1","","173.26"
"30003974","","","9","2500"
"30004036","8","0","","250"
"30004056","","","9","550"
"30004062","","","9","1674"
"30004063","8","0","","250"
"30004174","40","0","","250"
"30004221","10","0","","280"
"30004307","8","0","","250"
"30004313","8","1","","168.39"
"30004319","10","0","","100"
"30004332","10","0","","270"
"30004652","","","9","400"
"30004653","21","1","","100"
"30004703","","","9","2000"
"30006015","12","0","","164"
"30006141","15","0","","256"
"30006152","","","9","3340"
"30006197","","","9","2000"
"30006487","14","0","","300"
"30006644","","","18","5648"
"30006876","","","6","800"
"30006917","","","6","800"
"30006979","","","9","995"
"30007292","","","18","5936"
"30007805","","","9","1182.319"
"30007937","","","9","1095.45"
"30008136","","","9","1350"
"30008420","","","9","5280.66"
"30009001","8","0","","300"
"30009201","","","18","5630.88"
"30010152","16","1","","274.32"
"30010680","9","1","","200"
"30010686","9","0","","200"
"30010754","30","1","","285"
"30011078","","","9","2651.76"
"30011320","11","0","","260.604"
"30011374","8","0","","500"
"30011391","20","0","","275"
"30011492","","","9","426.11"
"30011495","9","1","","230"
"30011867","","","9","822.96"
"30012172","8","0","","100"
"30013881","","","9","864"
"30013914","10","0","","274.65"
"30013981","","","9","1000"
"30014531","","","18","3000"
